,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,full_title,zip_code,latitude,longitude
5242,21072,"calle Arroyo de la Bulera, 31",BUTARQUE,105.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1027,,False,236154,2249,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5273,21071,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,80.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1027,,False,236227,2293,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5304,21070,"calle Arroyo de la Bulera, 31",BUTARQUE,98.0,74.0,2,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1004,,False,228208,2329,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5335,21069,"calle Arroyo de la Bulera, 31",BUTARQUE,105.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1025,,False,235402,2242,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5366,20967,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1023,,False,234927,2281,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5397,21696,calle de Juan José Martínez Seco,LOS ROSALES,45.0,41.0,2,1.0,,,Calle de Juan José Martínez Seco,True,Calle de Juan José Martínez Seco,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,471,,False,85000,1889,True,HouseType 1: Pisos,True,False,1968.0,False,True,,,,False,True,,,,True,,,,,,E,False,,,,,,,,,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021.0,40.3516003,-3.6926224
5403,21325,calle de Juan José Martínez Seco,LOS ROSALES,71.0,,2,1.0,,,Calle de Juan José Martínez Seco,True,Calle de Juan José Martínez Seco,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,923,,False,202000,2845,True,HouseType 1: Pisos,False,False,,,,,,,True,,,,,,,,,,,G,False,,,,,,,,,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021.0,40.3516003,-3.6926224
5409,21324,calle de Juan José Martínez Seco,LOS ROSALES,48.0,,1,1.0,,,Calle de Juan José Martínez Seco,True,Calle de Juan José Martínez Seco,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,721,,False,144000,3000,True,HouseType 1: Pisos,False,False,,,,,,,True,,,,,,,,,,,G,False,,,,,,,,,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021.0,40.3516003,-3.6926224
5415,21316,calle de Juan José Martínez Seco,LOS ROSALES,54.0,,3,1.0,,,Calle de Juan José Martínez Seco,True,Calle de Juan José Martínez Seco,,,,,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,503,,False,91958,1703,True,HouseType 1: Pisos,False,False,,,,,,,False,,,,,,,,,,,G,False,,,,,,,,,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021.0,40.3516003,-3.6926224
5421,21260,calle de Juan José Martínez Seco,LOS ROSALES,54.0,,3,1.0,,,Calle de Juan José Martínez Seco,True,Calle de Juan José Martínez Seco,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,503,,False,91957,1703,True,HouseType 1: Pisos,False,False,1964.0,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021.0,40.3516003,-3.6926224
5427,21039,calle de Juan José Martínez Seco,LOS ROSALES,85.0,,4,2.0,,,Calle de Juan José Martínez Seco,True,Calle de Juan José Martínez Seco,,,2,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,762,,False,155000,1824,True,HouseType 1: Pisos,False,False,,,,,True,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021.0,40.3516003,-3.6926224
5433,21692,calle Berrocal,BUTARQUE,126.0,105.0,4,2.0,,,Calle Berrocal,True,Calle Berrocal,,,Bajo,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,275000,2183,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,False,False,True,True,"calle Berrocal, Butarque, Madrid",28021.0,40.3360941,-3.6774942
5434,21689,calle Alcocer,LOS ANGELES,108.0,,3,2.0,,,Calle Alcocer,True,Calle Alcocer,,,4,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,847,,False,179000,1657,True,HouseType 1: Pisos,False,False,1978.0,,,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"calle Alcocer, Los Ángeles, Madrid",28041.0,40.3492379,-3.6995254
5437,21537,calle Alcocer,LOS ANGELES,80.0,,3,1.0,,,Calle Alcocer,True,Calle Alcocer,,,3,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,798,,False,165000,2062,True,HouseType 1: Pisos,False,False,1977.0,True,False,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"calle Alcocer, Los Ángeles, Madrid",28041.0,40.3492379,-3.6995254
5440,21390,calle Alcocer,LOS ANGELES,80.0,77.0,2,1.0,,,Calle Alcocer,True,Calle Alcocer,,,1,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,517,,False,95000,1188,True,HouseType 1: Pisos,False,False,,,,,,True,False,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle Alcocer, Los Ángeles, Madrid",28041.0,40.3492379,-3.6995254
5443,21687,calle Topacio,LOS ROSALES,51.0,,2,1.0,,,Calle Topacio,True,Calle Topacio,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,492,,False,89500,1755,True,HouseType 1: Pisos,True,False,1967.0,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,False,True,"calle Topacio, Los Rosales, Madrid",28021.0,40.3499849,-3.6854695
5444,21686,"calle Calcio, 15",BUTARQUE,112.0,80.0,3,2.0,,,"Calle Calcio, 15",False,Calle Calcio,15,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1172,,False,289000,2580,True,HouseType 1: Pisos,False,False,2013.0,False,True,,True,True,True,True,,True,,,True,,,True,True,E,True,,,True,0.0,False,False,True,False,"calle Calcio, 15, Butarque, Madrid",28021.0,40.3507213,-3.6791018
5447,21559,"calle Calcio, 15",BUTARQUE,110.0,,3,2.0,,,"Calle Calcio, 15",False,Calle Calcio,15,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,275000,2500,True,HouseType 1: Pisos,False,False,,,,,True,True,True,True,,True,,,True,,,,True,en trámite,True,,,True,0.0,True,False,True,False,"calle Calcio, 15, Butarque, Madrid",28021.0,40.3507213,-3.6791018
5450,21089,"calle Calcio, 15",BUTARQUE,112.0,80.0,3,2.0,,,"Calle Calcio, 15",False,Calle Calcio,15,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1197,,False,299000,2670,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,True,,True,,,True,,,True,True,D,True,,,True,0.0,False,False,True,False,"calle Calcio, 15, Butarque, Madrid",28021.0,40.3507213,-3.6791018
5453,21685,"calle Camas, 2",BUTARQUE,109.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,968,,False,216278,1984,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5471,21684,"calle Camas, 2",BUTARQUE,107.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,940,,False,207503,1939,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5489,21683,"calle Camas, 2",BUTARQUE,76.0,,2,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,790,,False,162793,2142,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5507,21682,"calle Camas, 2",BUTARQUE,105.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,933,,False,204999,1952,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5525,21681,"calle Camas, 2",BUTARQUE,109.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,982,,False,220879,2026,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5543,21680,"calle Camas, 2",BUTARQUE,108.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,974,,False,218258,2021,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5561,21679,"calle Camas, 2",BUTARQUE,109.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,Bajo,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1014,,False,231855,2127,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5579,21678,"calle Camas, 2",BUTARQUE,76.0,,2,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,793,,False,163397,2150,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5597,21677,"calle Camas, 2",BUTARQUE,76.0,,2,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,783,,False,160759,2115,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5615,21676,"calle Camas, 2",BUTARQUE,108.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,970,,False,217169,2011,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5633,21675,"calle Camas, 2",BUTARQUE,76.0,,2,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,799,,False,165208,2174,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5651,21674,"calle Camas, 2",BUTARQUE,109.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,978,,False,219775,2016,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5669,21673,"calle Camas, 2",BUTARQUE,108.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,Bajo,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1011,,False,230817,2137,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5687,21672,"calle Camas, 2",BUTARQUE,108.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,960,,False,213722,1979,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5705,21631,"calle Camas, 2",BUTARQUE,107.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,6,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1005,,False,228629,2137,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5723,21630,"calle Camas, 2",BUTARQUE,76.0,,2,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,6,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,813,,False,169021,2224,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5741,21629,"calle Camas, 2",BUTARQUE,109.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,988,,False,223022,2046,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5759,21628,"calle Camas, 2",BUTARQUE,108.0,,3,2.0,,,"Calle Camas, 2",False,Calle Camas,2,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,979,,False,220072,2038,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Camas, 2, Butarque, Madrid",28021.0,40.3408421,-3.6773645
5777,21670,"calle Ganados del Salobral , 12",BUTARQUE,115.0,,3,2.0,,,"Calle Ganados del Salobral , 12",False,Calle Ganados del Salobral ,12,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1020,,False,233789,2033,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Ganados del Salobral , 12, Butarque, Madrid",28021.0,40.3384998,-3.6764999
5784,21669,"calle Ganados del Salobral , 12",BUTARQUE,115.0,,3,2.0,,,"Calle Ganados del Salobral , 12",False,Calle Ganados del Salobral ,12,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1011,,False,230789,2007,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Ganados del Salobral , 12, Butarque, Madrid",28021.0,40.3384998,-3.6764999
5791,21668,"calle Ganados del Salobral , 12",BUTARQUE,117.0,,3,2.0,,,"Calle Ganados del Salobral , 12",False,Calle Ganados del Salobral ,12,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1050,,False,244171,2087,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Ganados del Salobral , 12, Butarque, Madrid",28021.0,40.3384998,-3.6764999
5798,21667,"calle Ganados del Salobral , 12",BUTARQUE,117.0,,3,2.0,,,"Calle Ganados del Salobral , 12",False,Calle Ganados del Salobral ,12,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1048,,False,243468,2081,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Ganados del Salobral , 12, Butarque, Madrid",28021.0,40.3384998,-3.6764999
5805,21666,"calle Ganados del Salobral , 12",BUTARQUE,117.0,,3,2.0,,,"Calle Ganados del Salobral , 12",False,Calle Ganados del Salobral ,12,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1052,,False,244798,2092,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Ganados del Salobral , 12, Butarque, Madrid",28021.0,40.3384998,-3.6764999
5812,21665,"calle Ganados del Salobral , 12",BUTARQUE,118.0,,3,2.0,,,"Calle Ganados del Salobral , 12",False,Calle Ganados del Salobral ,12,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,977,,False,219235,1858,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Ganados del Salobral , 12, Butarque, Madrid",28021.0,40.3384998,-3.6764999
5819,21664,"calle Ganados del Salobral , 12",BUTARQUE,115.0,,3,2.0,,,"Calle Ganados del Salobral , 12",False,Calle Ganados del Salobral ,12,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1046,,False,242789,2111,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,,"calle Ganados del Salobral , 12, Butarque, Madrid",28021.0,40.3384998,-3.6764999
5826,21655,calle del Estroncio,LOS ROSALES,58.0,,3,1.0,,,Calle del Estroncio,True,Calle del Estroncio,,,2,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,471,,False,85000,1466,True,HouseType 1: Pisos,False,False,1951.0,,,,True,,False,True,,,,,,,,,,E,False,,,,,,,,,"calle del Estroncio, Los Rosales, Madrid",28021.0,40.3474954,-3.6903199
5827,21654,calle Moncada,SAN CRISTOBAL,65.0,,3,1.0,,,Calle Moncada,True,Calle Moncada,,,1,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,512,,False,94000,1446,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,False,True,"calle Moncada, San Cristóbal, Madrid",28021.0,40.3409648,-3.6920084
5830,21530,calle Moncada,SAN CRISTOBAL,65.0,60.0,2,1.0,,,Calle Moncada,True,Calle Moncada,,,2,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,583,,False,110000,1692,True,HouseType 1: Pisos,False,False,1962.0,False,True,,,True,False,True,,,,,,,,,,E,False,,,,,False,True,False,True,"calle Moncada, San Cristóbal, Madrid",28021.0,40.3409648,-3.6920084
5833,21294,calle Moncada,SAN CRISTOBAL,68.0,65.0,3,1.0,,,Calle Moncada,True,Calle Moncada,,,1,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,485,,False,88000,1294,True,HouseType 1: Pisos,True,False,,,,,,,False,True,,,,,,,,,,no indicado,False,,,,,,,,,"calle Moncada, San Cristóbal, Madrid",28021.0,40.3409648,-3.6920084
5836,21649,"calle de la Generosidad, 16",LOS ROSALES,125.0,87.0,3,2.0,,,"Calle de la Generosidad, 16",False,Calle de la Generosidad,16,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,948,,False,210000,1680,True,HouseType 1: Pisos,False,False,1996.0,False,True,,True,True,True,True,,,,,True,,,True,,B,True,,,True,0.0,,,,,"calle de la Generosidad, 16, Los Rosales, Madrid",28021.0,40.3598385,-3.6913126
5837,21647,avenida de la Verbena de la Paloma,LOS ANGELES,92.0,,3,1.0,,,Avenida de la Verbena de la Paloma,True,Avenida de la Verbena de la Paloma,,,6,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,780,,False,159900,1738,True,HouseType 1: Pisos,False,False,1962.0,False,True,,True,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"avenida de la Verbena de la Paloma, Los Ángeles, Madrid",28041.0,40.3564774,-3.6957128
5838,21642,calle de Campos Ibáñez,LOS ROSALES,65.0,52.0,2,1.0,,,Calle de Campos Ibáñez,True,Calle de Campos Ibáñez,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,568,,False,106500,1638,True,HouseType 1: Pisos,False,False,1963.0,False,True,,True,True,False,True,,,True,,,,,,,no indicado,False,,,,,False,False,True,False,"calle de Campos Ibáñez, Los Rosales, Madrid",28021.0,40.3537422,-3.6855487
